Code,52w Low,52w High,Long-Term Trend,RSI (14),MACD,1 Day,RR Week 1,RR Week 2,RR Week 3,RR Week 4,RR Week 6,RR Week 8,RR Week 13,RR Week 19,RR Week 26,RR Week 39,RR Week 52,Close Price,Price Close Today,Price Week 1,Price Week 2,Price Week 3,Price Week 4,Price Week 13,Price Week 26,Price Week 52,Trend RR,Over Extention Risk,Trend Score,Trend Move,Liquidity Score,Liquidity Move,Volatility Score,Upside Pressure Risk,Market Cap Rank,Ranking,Overall Momentum Score,Overall Risk,Expected Move Up,Expected Move Down,Directional Expected Move,Market cap Measured,Exit Reason,Final Score,CFS Smooth,CFS Move,Micro Regime Period,Trend Category,Volatility Category,Liquidity Category,Micro Regime,Macro VT Regime,Micro R Smooth,Market Regime Category,Price Last Friday,Upper Price Limit,Lower Price Limit,Target Price Limit,Stop price Limit,Market Standing Score,Final Verdict,EMA Final Verdict,Momentum Category,Behavioural Classifier,Confidence State,PE Valuation,Overall Risk Class,Breakout classifier,Sector,TYPE,Exchange abbreviation,Company
SGC,0.037,2.42,Bullish,50,Positive,-0.18%,-1.12%,-6.03%,-3.99%,1.92%,0.38%,15.22%,NA,NA,NA,NA,NA,1.325,$1.335,$1.340,$1.410,$1.380,$1.300,$0.000,$0.000,$0.000,-1.28%,2.68%,0.039,-0.012,1.778,0.053,2.029,18.03%,531,416,25.90%,42.50%,10.67%,11.38%,3.33%,247871052,Trader Choice,34.40%,30.43%,3.966%,1,Sideways – Soft,Low,Scarce,Neutral,Medium - Fading,Fading,Unstable_Weak,$1.325,$1.47,$1.17,$1.369,$0.843,2.260,Weak,Weak – Better,Stable,Inspect,Strong,NA,Caution,Breakout,Other,Ordinary,XASX,Sinclair Gold Ltd Ordinary
SGH,36.26,52,Bearish,30,Negative,0.11%,-2.12%,-3.88%,-6.79%,-8.66%,-19.53%,-13.19%,-14.70%,-9.58%,-6.58%,-20.62%,-26.81%,36.91,$36.750,$37.710,$38.400,$39.600,$40.410,$43.270,$39.510,$50.430,-68.62%,0.07%,-0.359,-0.023,2.296,-0.413,1.793,52.81%,42,250,12.00%,31.00%,10.00%,21.03%,-8.23%,14904403500,Trader Choice,39.20%,38.83%,0.375%,3,Fading – Breaking,Calm,Limited,Downside,Calm - Fading,Downside,Unstable_Weak,$36.910,$40.60,$29.15,$33.872,$33.408,8.070,Recheck,Recheck – Calm,Drop Phase,Collapsed,Moderate,Balanced Value,Balanced,Breakout Tilt,Industrials,Ordinary,XASX,SGH Limited Ordinary
SGI,0.615,1.59,Neutral,44,Negative,0.77%,-2.99%,-5.11%,-8.45%,-6.47%,0.00%,4.84%,10.17%,44.44%,30.00%,-2.99%,65.61%,1.3,$1.320,$1.340,$1.370,$1.420,$1.390,$1.180,$1.000,$0.785,-15.02%,4.22%,0.192,-0.139,1.359,-0.106,2.127,20.15%,582,478,29.20%,47.60%,13.58%,11.88%,7.55%,197415372,Stress-Drawdown,36.40%,37.63%,-1.230%,1,Uptrend – Calm,Low,Scarce,Fading,Calm - Fading,Downside,Unstable_Weak,$1.300,$1.48,$1.15,$1.398,$1.167,1.862,Recheck,Recheck – Drift,Stable,Faded,Fragile,Caution Premium,Caution,Breakout Tilt,Industrials,Ordinary,XASX,Stealth Group Holdings Ltd Ordinary
SGLLV,11.42,18.63,Bearish,28,Negative,0.88%,-7.94%,-14.04%,-10.36%,-12.91%,-14.71%,-12.33%,-13.79%,-5.24%,-6.28%,-30.54%,-27.72%,11.94,$12.080,$12.970,$13.890,$13.320,$13.710,$13.850,$12.740,$16.520,-28.90%,0.52%,-0.280,-0.164,2.015,-0.273,1.963,55.02%,317,358,8.30%,42.00%,10.00%,18.66%,-5.71%,836518739,Trader Choice,23.40%,25.99%,-2.593%,2,Fading – Weak,Low,Limited,Fading,Medium - Downtrend,Downside,Unstable_Weak,$11.940,$13.13,$9.71,$11.259,$10.191,3.548,Weak,Recheck – Drift,Drop Phase,Collapsed,Fragile,Assured Value,Caution,Breakout Tilt,Consumer Staples,Ordinary,XASX,Ricegrowers Limited Class B Limited-Voting Ordinary
SGM,13.04,31.81,Neutral,51,Negative,-0.22%,0.36%,-1.04%,2.40%,5.14%,-7.47%,-4.99%,-15.17%,14.41%,21.66%,37.53%,75.18%,24.77,$24.500,$24.680,$25.030,$24.190,$23.560,$29.200,$20.360,$14.140,11.56%,7.01%,0.038,0.004,3.324,-0.173,1.965,22.62%,120,160,35.10%,21.50%,15.25%,10.00%,5.79%,4734208500,Trader Choice,60.40%,53.74%,6.660%,1,Sideways – Calm,Low,Standard,Neutral,Medium - Fading,Downside,Unstable_Weak,$24.770,$28.55,$22.29,$26.205,$22.323,6.287,Positive,Monitor – Active,Climbing,Inspect,Very Strong,Neutral,Assured,Breakout Tilt,Materials,Ordinary,XASX,Sims Limited Ordinary
SGP,3.71,6.75,Bearish,40,Negative,1.35%,-0.24%,-7.48%,-5.34%,-13.19%,-5.12%,-1.21%,-5.12%,3.03%,-4.67%,-30.61%,-34.62%,4.08,$4.190,$4.090,$4.410,$4.310,$4.700,$4.300,$4.280,$6.240,-6.48%,1.08%,-0.149,-0.062,3.271,0.606,2.029,33.98%,67,231,17.90%,27.30%,10.00%,14.62%,-3.67%,9943933952,Trader Choice,45.80%,39.78%,6.017%,2,Fading – Soft,Low,Fair,Fading,Medium - Fading,Downside,Unstable_Weak,$4.080,$4.49,$3.48,$3.930,$3.677,4.633,Recheck,Monitor – Active,Fading,Improved,Strong,NA,Assured,Breakout Tilt,Real Estate,Ordinary,XASX,Stockland Ordinary/Units Stapled Securities
SGQ,0.062,0.18,Bearish,38,Negative,-2.14%,2.94%,-10.26%,-23.08%,-25.53%,-15.66%,-5.41%,-30.00%,-39.13%,-36.36%,-33.33%,-26.32%,0.07,$0.067,$0.068,$0.078,$0.091,$0.094,$0.100,$0.110,$0.095,-15.42%,0.29%,-0.481,-0.044,4.338,-0.054,2.376,39.41%,478,481,13.10%,42.40%,28.57%,38.22%,-12.43%,314816920,Trader Choice,28.30%,24.96%,3.342%,2,Downtrend – Soft,Medium,Available,Downside,Medium - Fading,Downside,Unstable_Weak,$0.070,$0.09,$0.04,$0.061,$0.064,2.219,Weak,Weak – Better,Drop Phase,Faded,Moderate,NA,Caution,Neutral,Materials,Ordinary,XASX,St George Mining Limited Ordinary
SGR,0.083,0.195,Bullish,62,Positive,-7.91%,6.90%,3.33%,19.23%,19.23%,14.81%,29.17%,59.79%,40.91%,24.00%,19.23%,55.00%,0.155,$0.145,$0.145,$0.150,$0.130,$0.130,$0.097,$0.125,$0.100,10.73%,13.23%,0.512,0.071,2.858,-0.169,2.439,5.76%,292,170,46.60%,37.10%,34.36%,17.40%,14.97%,962249435,Trader Choice,51.60%,48.72%,2.876%,3,Uptrend – Calm,Medium,Fair,Rising,Medium - Fading,Neutral,Unstable_Weak,$0.155,$0.21,$0.13,$0.178,$0.133,3.154,Monitor,Monitor – Calm,Rising,Inspect,Moderate,NA,Balanced,Breakout Tilt,Consumer Discretionary,Ordinary,XASX,The Star Entertainment Group Limited Ordinary
SHA,4.75,7.96,Bullish,48,Positive,0.08%,-0.98%,-6.99%,-1.81%,0.71%,2.77%,5.22%,0.71%,5.07%,7.14%,17.50%,43.29%,7.05,$7.105,$7.120,$7.580,$7.180,$7.000,$7.000,$6.580,$4.920,-4.25%,2.41%,0.134,-0.093,2.122,-0.055,1.856,24.62%,364,191,31.00%,34.40%,10.06%,10.82%,1.92%,603787660,Trader Choice,44.80%,42.79%,2.009%,1,Uptrend – Soft,Low,Limited,Neutral,Calm - Fading,Neutral,Unstable_Weak,$7.050,$7.76,$6.29,$7.185,$6.542,3.149,Monitor,Monitor – Calm,Stable,Faded,Moderate,Balanced Value,Balanced,Breakout,Industrials,Ordinary,XASX,Shape Australia Corporation Limited Ordinary
SHE,0.005,0.015,Neutral,46,Negative,0.00%,0.00%,-8.33%,0.00%,10.00%,0.00%,-8.33%,0.00%,10.00%,37.50%,57.14%,57.14%,0.011,$0.011,$0.011,$0.012,$0.011,$0.010,$0.011,$0.008,$0.007,-1.44%,1.73%,0.084,-0.030,1.370,-0.070,2.099,16.50%,1554,1003,26.20%,47.00%,45.00%,45.00%,9.27%,7528786.1,Stress-Drawdown,32.30%,32.75%,-0.446%,3,Uptrend – Calm,Low,Scarce,Neutral,Calm - Sideways,Fading,Unstable_Weak,$0.011,$0.02,$0.01,$0.012,$0.011,1.443,Weak,Weak – Drift,Stable,Inspect,Very Strong,Balanced Value,Caution,Breakout Tilt,Energy,Ordinary,XASX,Stonehorse Energy Limited Ordinary
SHG,0.17,0.345,Neutral,55,Positive,-5.20%,2.63%,8.33%,5.41%,8.33%,2.63%,-2.50%,-2.50%,-2.50%,-4.88%,-25.00%,-31.58%,0.195,$0.180,$0.190,$0.180,$0.185,$0.180,$0.200,$0.205,$0.285,-0.92%,1.76%,-0.076,0.104,1.279,-0.084,1.862,8.48%,872,1153,16.60%,42.60%,11.68%,26.41%,-3.89%,58696434,Stress-Drawdown,29.10%,26.51%,2.591%,2,Sideways – Soft,Low,Scarce,Neutral,Calm - Uptrend,Fading,Unstable_Weak,$0.195,$0.22,$0.14,$0.187,$0.179,1.345,Weak,Weak – Calm,Fading,Inspect,Very Strong,NA,Caution,Breakout Tilt,Health Care,Ordinary,XASX,Singular Health Group Ltd Ordinary
SHJ,0.565,0.78,Bullish,68,Positive,1.02%,5.71%,18.40%,23.33%,23.33%,19.35%,25.42%,23.33%,2.78%,4.23%,8.03%,-1.99%,0.74,$0.760,$0.700,$0.625,$0.600,$0.600,$0.600,$0.710,$0.755,27.56%,12.51%,0.323,0.187,1.257,-0.044,2.266,5.00%,686,204,44.70%,46.70%,20.72%,13.62%,14.32%,128736704,Stress-Drawdown,43.90%,39.56%,4.341%,1,Uptrend – Strong,Medium,Scarce,Upside,Medium - Fading,Fading,Unstable_Weak,$0.740,$0.89,$0.64,$0.846,$0.707,1.685,Weak,Weak – Better,Climbing,Improved,Very Strong,Assured Value,Caution,Breakout,Consumer Discretionary,Ordinary,XASX,Shine Justice Ltd Ordinary
SHL,18.26,24.27,Bearish,39,Negative,-0.60%,1.26%,-1.54%,-3.99%,-8.73%,-13.53%,-9.33%,-4.04%,1.58%,-4.14%,-14.79%,-14.22%,19.24,$19.070,$19.000,$19.540,$20.040,$21.080,$20.050,$20.070,$22.430,-18.93%,0.87%,-0.255,0.026,3.506,-0.243,1.940,36.43%,71,175,18.70%,22.90%,10.00%,16.01%,-5.26%,9425116753,Trader Choice,46.30%,44.28%,2.016%,1,Fading – Soft,Low,Standard,Fading,Calm - Uptrend,Downside,Unstable_Weak,$19.240,$21.16,$16.16,$18.227,$17.615,7.566,Monitor,Monitor – Calm,Fading,Inspect,Strong,Assured Value,Assured,Breakout Tilt,Health Care,Ordinary,XASX,Sonic Healthcare Limited Ordinary
SHM,0.655,0.835,Bearish,45,Positive,-1.32%,-3.18%,-3.18%,1.33%,-2.56%,0.66%,0.00%,5.56%,5.56%,-3.18%,-2.88%,16.92%,0.76,$0.740,$0.785,$0.785,$0.750,$0.780,$0.720,$0.785,$0.650,-0.06%,0.74%,0.041,-0.060,2.098,0.139,1.744,9.72%,951,621,32.20%,37.60%,18.86%,11.84%,8.65%,47319240.8,Trader Choice,39.30%,37.43%,1.872%,9,Sideways – Soft,Calm,Limited,Neutral,Medium - Fading,Downside,Unstable_Weak,$0.760,$0.90,$0.67,$0.826,$0.719,1.389,Recheck,Recheck – Calm,Stable,Inspect,Moderate,Distressed Cheap,Balanced,Breakout,Consumer Discretionary,Ordinary,XASX,Shriro Holdings Limited Ordinary
SHN,0.017,0.048,Bullish,53,Positive,-1.28%,-2.50%,0.00%,2.63%,0.00%,14.71%,30.00%,34.48%,30.00%,39.29%,116.67%,105.26%,0.039,$0.038,$0.040,$0.039,$0.038,$0.039,$0.029,$0.028,$0.019,18.80%,5.64%,0.442,-0.073,2.977,-0.065,2.341,9.61%,671,234,54.50%,41.00%,45.00%,45.00%,24.74%,136727572,Trader Choice,56.80%,52.05%,4.747%,4,Uptrend – Better,Medium,Fair,Rising,Medium - Fading,Neutral,Unstable_Weak,$0.039,$0.06,$0.02,$0.049,$0.035,1.585,Weak,Weak – Better,Soaring,Inspect,Strong,NA,Caution,Breakout Tilt,Materials,Ordinary,XASX,Sunshine Metals Limited Ordinary
SHO,0.031,0.14,Neutral,50,Positive,2.21%,0.00%,-8.93%,-3.77%,-8.93%,27.50%,30.77%,-17.74%,-29.17%,-53.64%,10.87%,21.43%,0.051,$0.050,$0.051,$0.056,$0.053,$0.056,$0.062,$0.110,$0.042,-0.40%,3.14%,-0.028,-0.015,1.477,-0.074,2.574,24.34%,960,1730,11.60%,53.40%,39.22%,39.22%,-3.49%,45519970,Trader Choice,19.30%,17.72%,1.582%,1,Sideways – Soft,Spiked,Scarce,Neutral,Spiked - Fading,Downside,Unstable_Weak,$0.051,$0.07,$0.03,$0.049,$0.047,1.473,Weak,Weak – Calm,Drop Phase,Faded,Moderate,NA,Exposed,Neutral,Communication Services,Ordinary,XASX,Sportshero Limited Ordinary
SHV,3.45,5.21,Bullish,45,Positive,-0.34%,-3.06%,-9.20%,-3.48%,-0.89%,7.77%,0.68%,10.72%,10.45%,15.03%,-13.79%,16.23%,4.44,$4.400,$4.580,$4.890,$4.600,$4.480,$4.010,$3.860,$3.820,0.68%,4.45%,0.170,-0.142,3.415,-0.138,1.964,29.52%,359,159,37.20%,30.20%,14.29%,10.00%,4.79%,622048240,Trader Choice,45.20%,46.65%,-1.446%,1,Uptrend – Soft,Low,Standard,Neutral,Medium - Downtrend,Neutral,Unstable_Weak,$4.440,$5.07,$4.00,$4.653,$3.967,3.576,Monitor,Monitor – Drift,Climbing,Faded,Fragile,Balanced Value,Balanced,Breakout Tilt,Consumer Staples,Ordinary,XASX,Select Harvests Limited Ordinary
SIG,2.47,3.2,Bearish,29,Negative,-0.20%,-3.04%,-5.56%,-4.85%,-12.07%,-14.43%,-10.21%,-7.61%,-10.53%,-8.27%,-15.00%,-15.56%,2.55,$2.550,$2.630,$2.700,$2.680,$2.900,$2.760,$2.780,$3.020,-11.26%,0.00%,-0.275,-0.057,3.323,-0.387,1.685,28.89%,23,213,16.50%,19.80%,10.00%,16.46%,-6.01%,29436435000,Trader Choice,43.20%,44.07%,-0.874%,4,Fading – Soft,Calm,Standard,Fading,Calm - Uptrend,Fading,Unstable_Weak,$2.550,$2.81,$2.13,$2.397,$2.261,8.149,Monitor,Monitor – Drift,Fading,Collapsed,Moderate,Caution Premium,Assured,Breakout Tilt,Health Care,Ordinary,XASX,Sigma Healthcare Limited Ordinary
SIO,0.1,0.165,Bullish,50,Positive,-3.13%,-6.25%,3.45%,3.45%,7.14%,3.45%,7.14%,7.14%,7.14%,30.43%,7.14%,0.00%,0.15,$0.150,$0.160,$0.145,$0.145,$0.140,$0.140,$0.115,$0.150,-0.91%,2.51%,0.146,-0.025,1.175,-0.009,1.827,12.31%,904,570,32.60%,44.40%,34.05%,18.05%,16.05%,53985975,Stress-Drawdown,37.90%,36.56%,1.344%,1,Uptrend – Strong,Low,Scarce,Neutral,Medium - Fading,Fading,Unstable_Weak,$0.150,$0.20,$0.12,$0.174,$0.150,1.361,Weak,Weak – Calm,Stable,Inspect,Moderate,Distressed Cheap,Caution,Breakout,Consumer Discretionary,Ordinary,XASX,Simonds Group Limited Ordinary
SIQ,7.22,13.65,Neutral,49,Negative,-0.43%,6.45%,1.83%,10.89%,-8.94%,-12.35%,-7.87%,-6.84%,9.75%,58.03%,30.55%,43.33%,11.71,$11.690,$11.000,$11.500,$10.560,$12.860,$12.570,$7.410,$8.170,12.35%,9.62%,-0.023,0.075,3.473,-0.088,2.301,31.88%,219,109,23.80%,30.10%,10.00%,10.41%,0.11%,1614992204,Trader Choice,47.80%,43.71%,4.094%,4,Sideways – Calm,Medium,Standard,Fading,Calm - Fading,Downside,Unstable_Weak,$11.710,$12.88,$10.49,$11.723,$11.406,4.755,Monitor,Recheck – Better,Fading,Inspect,Strong,Balanced Value,Balanced,Breakout Tilt,Industrials,Ordinary,XASX,Smartgroup Corporation Ltd Ordinary
SIS,0.004,0.009,Neutral,55,Positive,0.00%,0.00%,25.00%,0.00%,25.00%,0.00%,0.00%,-16.67%,-23.08%,-16.67%,0.00%,-16.67%,0.005,$0.005,$0.005,$0.004,$0.005,$0.004,$0.006,$0.006,$0.006,-2.45%,3.11%,-0.145,0.161,2.028,-0.021,2.748,20.17%,1439,1505,15.20%,51.10%,45.00%,45.00%,-4.79%,11091650,Trader Choice,23.10%,20.28%,2.819%,1,Fading – Soft,Spiked,Limited,Rising,Medium - Fading,Downside,Unstable_Weak,$0.005,$0.01,$0.00,$0.005,$0.005,1.558,Weak,Weak – Calm,Fading,Improved,Strong,NA,Exposed,Neutral,Information Technology,Ordinary,XASX,Simble Solutions Limited Ordinary
SIV,0.15,0.15,Neutral,44,Negative,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15,$0.150,$0.150,$0.150,$0.150,$0.150,$0.150,$0.150,$0.150,0.00%,0.00%,-0.035,0.017,1.044,-0.013,1.215,0.00%,1566,1074,15.60%,35.00%,13.33%,25.58%,-4.07%,7102926,Stress-Drawdown,30.70%,29.83%,0.870%,6,Sideways – Soft,Calm,Scarce,Neutral,Calm - Fading,Downside,Unstable_Weak,$0.150,$0.17,$0.11,$0.144,$0.143,1.000,Weak,Weak – Calm,Fading,Inspect,Very Strong,NA,Balanced,Breakout,Industrials,Ordinary,XASX,SIV Capital Limited Ordinary
SIX,0.045,0.102,Bearish,37,Negative,-7.11%,-5.00%,-12.31%,-14.93%,-12.31%,-18.57%,-19.72%,-18.57%,-20.83%,-10.94%,-5.00%,18.75%,0.057,$0.052,$0.060,$0.065,$0.067,$0.065,$0.070,$0.064,$0.048,-37.20%,0.00%,-0.312,-0.111,1.640,-0.091,2.381,29.21%,1019,1887,6.00%,51.40%,35.09%,45.00%,-12.64%,37703686.8,Trader Choice,19.30%,20.49%,-1.187%,1,Fading – Breaking,Medium,Scarce,Downside,Medium - Fading,Downside,Unstable_Weak,$0.057,$0.08,$0.03,$0.050,$0.057,1.450,Weak,Weak – Drift,Drop Phase,Collapsed,Weak,NA,Exposed,Neutral,Consumer Discretionary,Ordinary,XASX,Sprintex Limited Ordinary
SK1,2.13,2.96,Neutral,56,Positive,-0.16%,-2.50%,6.64%,7.91%,6.23%,-3.53%,3.02%,17.67%,NA,NA,NA,NA,2.73,$2.760,$2.800,$2.560,$2.530,$2.570,$2.320,$0.000,$0.000,4.39%,4.74%,0.092,0.010,2.087,0.489,1.757,10.06%,508,541,36.10%,35.50%,16.52%,10.69%,8.24%,272468000,Trader Choice,42.90%,37.78%,5.122%,2,Uptrend – Calm,Calm,Limited,Neutral,Medium - Fading,Downside,Unstable_Weak,$2.730,$3.18,$2.44,$2.955,$2.612,1.951,Recheck,Weak – Better,Climbing,Improved,Moderate,Extreme Premium,Balanced,Breakout,Other,Ordinary,XASX,Skinkandy Limited Ordinary
SKC,0.38,0.863,Bearish,44,Positive,0.97%,-4.63%,-5.50%,-6.36%,3.00%,0.98%,-0.96%,9.57%,-2.83%,-15.57%,-33.12%,-12.71%,0.515,$0.525,$0.540,$0.545,$0.550,$0.500,$0.470,$0.610,$0.590,-22.93%,1.67%,0.021,-0.101,1.860,-0.059,1.895,15.20%,370,347,22.50%,36.30%,10.00%,14.87%,-0.76%,579103875,Trader Choice,36.00%,34.80%,1.199%,2,Sideways – Weak,Low,Limited,Neutral,Medium - Fading,Fading,Unstable_Weak,$0.515,$0.57,$0.44,$0.511,$0.491,3.332,Recheck,Weak – Calm,Fading,Faded,Fragile,Exposed Premium,Balanced,Breakout Tilt,Consumer Discretionary,Ordinary,XASX,Skycity Entertainment Group Limited Ordinary Foreign Exempt NZX
SKG,1.04,1.61,Bearish,25,Negative,1.65%,-3.21%,-4.95%,-7.86%,-6.64%,-18.22%,-17.58%,NA,NA,NA,NA,NA,1.055,$1.085,$1.090,$1.110,$1.145,$1.130,$0.000,$0.000,$0.000,-25.94%,0.80%,-0.254,-0.019,1.908,0.148,2.107,33.48%,238,308,11.20%,36.60%,10.00%,22.90%,-8.00%,1425801755,Trader Choice,35.30%,30.76%,4.542%,6,Fading – Weak,Low,Limited,Fading,Medium - Fading,Downside,Unstable_Weak,$1.055,$1.16,$0.81,$0.971,$0.943,4.749,Weak,Weak – Better,Drop Phase,Faded,Moderate,Balanced Value,Balanced,Breakout Tilt,Other,Ordinary,XASX,Storage King Group Ordinary/Units Stapled Securities
SKK,0.016,0.074,Bearish,44,Negative,0.00%,0.00%,-5.26%,-14.29%,0.00%,-14.29%,-18.18%,-35.71%,-14.29%,5.88%,-41.94%,-41.94%,0.018,$0.018,$0.018,$0.019,$0.021,$0.018,$0.028,$0.017,$0.031,-38.46%,0.07%,-0.341,0.024,4.391,0.095,2.361,30.36%,742,1993,13.90%,40.40%,45.00%,45.00%,-14.20%,102215502,Trader Choice,24.40%,22.25%,2.148%,4,Fading – Weak,Medium,Available,Fading,Medium - Fading,Downside,Unstable_Weak,$0.018,$0.03,$0.01,$0.015,$0.016,1.585,Weak,Weak – Calm,Drop Phase,Inspect,Strong,NA,Caution,Neutral,Information Technology,Ordinary,XASX,Stakk Limited Ordinary
SKM,0.18,0.38,Bearish,37,Negative,2.98%,-7.41%,-13.79%,-5.66%,-7.41%,-13.79%,-12.28%,2.04%,-10.71%,-12.28%,8.70%,28.21%,0.25,$0.260,$0.270,$0.290,$0.265,$0.270,$0.245,$0.285,$0.195,-12.88%,0.75%,-0.152,-0.112,1.470,-0.069,1.984,26.08%,1056,761,13.10%,48.40%,11.43%,31.77%,-6.58%,33999394,Stress-Drawdown,31.50%,28.04%,3.462%,1,Fading – Soft,Low,Scarce,Fading,Medium - Fading,Downside,Unstable_Weak,$0.250,$0.28,$0.17,$0.234,$0.221,1.210,Weak,Weak – Better,Drop Phase,Faded,Moderate,NA,Exposed,Breakout Tilt,Materials,Ordinary,XASX,Skylark Minerals Limited Ordinary
SKO,1.05,2.72,Bearish,37,Negative,-1.22%,-2.44%,-2.44%,-2.04%,-7.34%,-10.78%,13.21%,-9.77%,-2.83%,-20.00%,-52.76%,-48.72%,1.2,$1.200,$1.230,$1.230,$1.225,$1.295,$1.330,$1.500,$2.340,-0.89%,0.66%,-0.220,-0.025,1.193,-0.041,2.101,24.90%,643,1908,7.60%,48.50%,10.00%,19.63%,-5.33%,151367160,Stress-Drawdown,20.00%,17.66%,2.342%,3,Fading – Breaking,Low,Scarce,Fading,Medium - Fading,Downside,Unstable_Weak,$1.200,$1.32,$0.96,$1.136,$1.106,1.718,Weak,Weak – Calm,Drop Phase,Inspect,Moderate,NA,Exposed,Neutral,Information Technology,Ordinary,XASX,Serko Limited Ordinary Foreign Exempt NZX
SKS,3.13,9.94,Bullish,64,Negative,9.13%,17.67%,18.43%,7.86%,11.94%,11.12%,10.86%,-1.18%,14.30%,136.25%,124.15%,166.38%,9.19,$10.300,$7.810,$7.760,$8.520,$8.210,$9.300,$3.890,$3.450,15.51%,42.73%,0.359,0.216,3.727,0.117,2.877,9.71%,261,21,51.80%,35.50%,17.14%,11.11%,9.78%,1189086590,Trader Choice,69.40%,59.51%,9.892%,1,Uptrend – Calm,Spiked,Standard,Rising,Calm - Fading,Downside,Unstable_Weak,$9.190,$10.77,$8.17,$10.089,$8.587,4.156,Positive,Recheck – Active,Rising,Improved,Moderate,Exposed Premium,Balanced,Breakout Tilt,Industrials,Ordinary,XASX,SKS Technologies Group Limited Ordinary
SKT,2.51,3.25,Neutral,44,Positive,0.36%,-2.46%,-7.95%,-5.76%,-2.46%,3.73%,1.09%,6.92%,6.51%,4.51%,-3.81%,-2.80%,2.78,$2.780,$2.850,$3.020,$2.950,$2.850,$2.600,$2.660,$2.860,-0.13%,2.21%,0.067,-0.097,1.793,-0.115,1.774,23.76%,442,284,32.30%,36.40%,16.41%,10.96%,8.68%,382736500,Trader Choice,39.30%,39.10%,0.199%,2,Sideways – Soft,Calm,Scarce,Neutral,Spiked - Fading,Fading,Unstable_Weak,$2.780,$3.24,$2.48,$3.021,$2.538,2.882,Recheck,Recheck – Calm,Stable,Faded,Weak,Assured Value,Balanced,Breakout,Communication Services,Ordinary,XASX,Sky Network Television Limited Ordinary Foreign Exempt NZX
SKUK,0.945,1.075,Bearish,40,Negative,0.00%,-1.04%,-1.04%,-1.55%,-1.04%,-0.52%,-1.04%,-6.40%,-5.00%,-4.04%,-9.95%,-10.80%,0.95,$0.950,$0.960,$0.960,$0.965,$0.960,$1.015,$0.990,$1.065,-14.05%,0.00%,-0.065,-0.035,1.218,0.033,1.631,7.63%,1742,1390,12.30%,38.80%,10.00%,17.96%,-4.41%,0,Stress-Drawdown,29.80%,27.78%,2.015%,6,Sideways – Breaking,Calm,Scarce,Neutral,Calm - Downtrend,Downside,Unstable_Weak,$0.950,$1.05,$0.78,$0.908,$0.893,1.439,Weak,Weak – Calm,Drop Phase,Inspect,Strong,NA,Caution,Breakout,Financials ,ETF,XASX,Hejaz Sukuk Active ETF
SKY,0.062,0.28,Neutral,50,Negative,0.06%,7.89%,13.89%,-2.38%,-4.65%,-14.58%,-4.65%,-8.89%,10.81%,32.26%,177.03%,177.03%,0.205,$0.200,$0.190,$0.180,$0.210,$0.215,$0.225,$0.155,$0.074,-0.77%,3.39%,-0.054,0.099,2.030,-0.197,2.267,18.78%,581,592,18.60%,46.90%,11.65%,29.36%,-5.23%,198466520,Trader Choice,34.70%,30.44%,4.256%,1,Sideways – Calm,Medium,Limited,Fading,Medium - Fading,Downside,Unstable_Weak,$0.205,$0.23,$0.14,$0.194,$0.195,1.557,Weak,Weak – Better,Fading,Improved,Strong,NA,Caution,Neutral,Materials,Ordinary,XASX,Sky Metals Limited Ordinary
SLA,0.07,0.22,Bullish,73,Positive,-10.99%,27.27%,12.00%,7.69%,16.67%,60.92%,75.00%,40.00%,0.00%,-3.45%,-22.22%,-22.22%,0.14,$0.120,$0.110,$0.125,$0.130,$0.120,$0.100,$0.145,$0.180,-0.36%,10.34%,0.413,0.184,2.469,0.244,2.620,9.26%,1565,403,48.10%,46.40%,35.06%,18.35%,17.44%,7108178.4,Trader Choice,53.80%,43.41%,10.385%,1,Uptrend – Calm,Spiked,Limited,Upside,Medium - Fading,Fading,Unstable_Weak,$0.140,$0.19,$0.11,$0.164,$0.116,1.000,Monitor,Weak – Active,Rising,Active,Strong,NA,Caution,Breakout Tilt,Materials,Ordinary,XASX,Solara Minerals Ltd Ordinary
SLB,0.055,0.35,Bullish,66,Positive,-9.94%,31.37%,26.42%,26.42%,67.50%,52.27%,55.81%,179.17%,346.67%,477.59%,392.65%,458.33%,0.335,$0.290,$0.255,$0.265,$0.265,$0.200,$0.120,$0.058,$0.060,1.19%,31.27%,1.203,0.133,3.178,-0.035,3.503,10.55%,1182,30,63.20%,54.30%,36.35%,17.15%,23.98%,23405061.9,Stress-Drawdown,51.50%,48.64%,2.861%,1,Surged – Strong,Volatile,Fair,Upside,Medium - Fading,Fading,Unstable_Weak,$0.335,$0.46,$0.28,$0.415,$0.230,1.089,Monitor,Monitor – Calm,Peak,Inspect,Moderate,NA,Exposed,Breakout Tilt,Materials,Ordinary,XASX,Stelar Metals Limited Ordinary
